"passportArea.name","passportArea.id","passportArea.alpha3code","passportArea.alpha2code","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role.code2","role.code3","role.name","birthArea.name","birthArea.id","birthArea.alpha3code","birthArea.alpha2code","wyId","foot","shortName","currentNationalTeamId"
"Spain","724","ESP","ES",67,"Juan","","Bernat Velasco","2444","1993-03-01",170,"DF","DEF","Defender","Spain","724","ESP","ES",3281,"left","Juan Bernat","null"
"Spain","724","ESP","ES",74,"Sergio","","Canales Madrazo","687","1991-02-16",180,"MD","MID","Midfielder","Spain","724","ESP","ES",3282,"left","Canales","null"
"Spain","724","ESP","ES",74,"Daniel","","Parejo Mu\u00f1oz","674","1989-04-16",182,"MD","MID","Midfielder","Spain","724","ESP","ES",3286,"right","Dani Parejo","null"
"Spain","724","ESP","ES",75,"Cristian","","Portugu\u00e9s Manzanera","756","1992-05-21",178,"MD","MID","Midfielder","Spain","724","ESP","ES",3287,"right","Portu","null"
"Japan","392","JPN","JP",76,"Keisuke","","Honda","8311","1986-06-13",182,"MD","MID","Midfielder","Japan","392","JPN","JP",101592,"left","K. Honda","12913"
"Turkey","792","TUR","TR",82,"Mehmet","","Topal","4487","1986-03-03",187,"MD","MID","Midfielder","Turkey","792","TUR","TR",3289,"right","M. Topal","null"
"Spain","724","ESP","ES",78,"Aritz","","Aduriz Zubeldia","678","1981-02-11",182,"FW","FWD","Forward","Spain","724","ESP","ES",3290,"right","Aduriz","null"
"Spain","724","ESP","ES",71,"Francisco","","Alc\u00e1cer Garc\u00eda","676","1993-08-30",175,"FW","FWD","Forward","Spain","724","ESP","ES",3291,"right","Paco Alc\u00e1cer","null"
"Italy","380","ITA","IT",63,"Pablo Daniel","","Piatti","691","1989-03-31",163,"FW","FWD","Forward","Argentina","32","ARG","AR",3293,"left","P. Piatti","null"
"Spain","724","ESP","ES",88,"Antonio","","Ad\u00e1n Garrido","684","1987-05-13",191,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3296,"left","Ad\u00e1n","null"
"Spain","724","ESP","ES",81,"Fernando","","Pacheco Flores","696","1992-05-18",186,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3299,"left","Fernando Pacheco","null"
"Brazil","76","BRA","BR",74,"Dalbert Henrique","","Chagas Estev\u00e3o","3161","1993-09-08",181,"DF","DEF","Defender","Brazil","76","BRA","BR",298212,"left","Dalbert","null"
"Nigeria","566","NGA","NG",66,"Ahmed","","Musa","16470","1992-10-14",171,"FW","FWD","Forward","Nigeria","566","NGA","NG",101606,"right","A. Musa","16823"
"Spain","724","ESP","ES",76,"Jos\u00e9 Ignacio","","Fern\u00e1ndez Iglesias","675","1990-01-18",180,"DF","DEF","Defender","Spain","724","ESP","ES",3304,"right","Nacho","1598"
"Spain","724","ESP","ES",82,"Sergio","","Ramos Garc\u00eda","675","1986-03-30",184,"DF","DEF","Defender","Spain","724","ESP","ES",3306,"right","Sergio Ramos","1598"
"Portugal","620","PRT","PT",78,"Pedro Filipe","","Teod\u00f3sio Mendes","3787","1990-10-01",186,"DF","DEF","Defender","Switzerland","756","CHE","CH",3308,"right","Pedro Mendes","null"
"Martinique","474","MTQ","MQ",81,"Rapha\u00ebl","","Varane","675","1993-04-25",191,"DF","DEF","Defender","France","250","FRA","FR",3309,"right","R. Varane","4418"
"Spain","724","ESP","ES",80,"Marcelo","","Vieira da Silva J\u00fanior","675","1988-05-12",174,"DF","DEF","Defender","Brazil","76","BRA","BR",3310,"left","Marcelo","6380"
"Germany","276","DEU","DE",97,"Niklas","","S\u00fcle","2444","1995-09-03",195,"DF","DEF","Defender","Germany","276","DEU","DE",134383,"right","N. S\u00fcle","3148"
"Spain","724","ESP","ES",73,"Jos\u00e9 Mar\u00eda","","Callej\u00f3n Bueno","3187","1987-02-11",178,"FW","FWD","Forward","Spain","724","ESP","ES",3313,"right","Jos\u00e9 Callej\u00f3n","null"
"Mali","466","MLI","ML",67,"Lassana","","Diarra","3767","1985-03-10",173,"MD","MID","Midfielder","France","250","FRA","FR",3315,"right","L. Diarra","null"
"Spain","724","ESP","ES",78,"Esteban F\u00e9lix","","Granero Molina","691","1987-07-02",180,"MD","MID","Midfielder","Spain","724","ESP","ES",3317,"right","Granero","null"
"Tunisia","788","TUN","TN",85,"Sami","","Khedira","3159","1987-04-04",189,"MD","MID","Midfielder","Germany","276","DEU","DE",3318,"right","S. Khedira","3148"
"Germany","276","DEU","DE",76,"Mesut","","\u00d6zil","1609","1988-10-15",180,"MD","MID","Midfielder","Germany","276","DEU","DE",3319,"left","M. \u00d6zil","3148"
"Turkey","792","TUR","TR",73,"Nuri","","\u015eahin","2447","1988-09-05",180,"MD","MID","Midfielder","Germany","276","DEU","DE",3320,"left","N. \u015eahin","null"
"Algeria","12","DZA","DZ",81,"Karim","","Benzema","675","1987-12-19",185,"FW","FWD","Forward","France","250","FRA","FR",3321,"right","K. Benzema","null"
"Portugal","620","PRT","PT",83,"Cristiano Ronaldo","","dos Santos Aveiro","3159","1985-02-05",187,"FW","FWD","Forward","Portugal","620","PRT","PT",3322,"right","Cristiano Ronaldo","9905"
"Argentina","32","ARG","AR",82,"Gonzalo Gerardo","","Higua\u00edn","3157","1987-12-10",184,"FW","FWD","Forward","France","250","FRA","FR",3323,"right","G. Higua\u00edn","12274"
"Spain","724","ESP","ES",69,"Juan Francisco","","Moreno Fuertes","677","1988-09-11",180,"DF","DEF","Defender","Spain","724","ESP","ES",3325,"right","Juanfran","null"
"Spain","724","ESP","ES",85,"Oier","","Olaz\u00e1bal Paredes","695","1989-09-14",189,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3330,"left","Oier","null"
"Spain","724","ESP","ES",84,"Felipe Salvador","","Caicedo Corozo","3162","1988-09-05",183,"FW","FWD","Forward","Ecuador","218","ECU","EC",101635,"left","F. Caicedo","null"
"Spain","724","ESP","ES",70,"Daniel","","Alves da Silva","3767","1983-05-06",172,"DF","DEF","Defender","Brazil","76","BRA","BR",3334,"right","Dani Alves","null"
"Spain","724","ESP","ES",73,"Marc","","Bartra Aregall","684","1991-01-15",184,"DF","DEF","Defender","Spain","724","ESP","ES",3335,"right","Bartra","null"
"Spain","724","ESP","ES",89,"Andreu","","Font\u00e0s Prat","692","1989-11-14",186,"DF","DEF","Defender","Spain","724","ESP","ES",3337,"left","Font\u00e0s","null"
"Spain","724","ESP","ES",77,"Sergi","","G\u00f3mez Sol\u00e0","692","1992-07-28",185,"DF","DEF","Defender","Spain","724","ESP","ES",3338,"right","Sergi G\u00f3mez","null"
"Spain","724","ESP","ES",73,"Mart\u00edn","","Montoya Torralbo","674","1991-04-14",175,"DF","DEF","Defender","Spain","724","ESP","ES",3339,"right","Montoya","null"
"Spain","724","ESP","ES",72,"Marc","","Muniesa Mart\u00ednez","756","1992-03-27",179,"DF","DEF","Defender","Spain","724","ESP","ES",3340,"left","Muniesa","null"
"Italy","380","ITA","IT",80,"Alessio","","Cragno","3173","1994-06-28",183,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",134413,"right","A. Cragno","null"
"Spain","724","ESP","ES",71,"Rafael","","Alc\u00e2ntara do Nascimento","3161","1993-02-12",174,"MD","MID","Midfielder","Brazil","76","BRA","BR",3344,"left","Rafinha","null"
"Brazil","76","BRA","BR",70,"Thiago","","Alc\u00e2ntara do Nascimento","2444","1991-04-11",174,"MD","MID","Midfielder","Spain","724","ESP","ES",3345,"right","Thiago Alc\u00e2ntara","1598"
"Spain","724","ESP","ES",76,"Sergio","","Busquets i Burgos","676","1988-07-16",189,"MD","MID","Midfielder","Spain","724","ESP","ES",3346,"right","Sergio Busquets","1598"
"Spain","724","ESP","ES",68,"Sergi","","Roberto Carnicer","676","1992-02-07",178,"DF","DEF","Defender","Spain","724","ESP","ES",3347,"right","Sergi Roberto","null"
"Italy","380","ITA","IT",68,"Filippo","","Costa","3204","1995-05-21",176,"DF","DEF","Defender","Italy","380","ITA","IT",134420,"left","F. Costa","null"
"Spain","724","ESP","ES",68,"Jonathan","","dos Santos Ram\u00edrez","7847","1990-04-26",172,"MD","MID","Midfielder","Mexico","484","MEX","MX",3349,"right","J. dos Santos","15473"
"Spain","724","ESP","ES",68,"Andr\u00e9s","","Iniesta Luj\u00e1n","12804","1984-05-11",171,"MD","MID","Midfielder","Spain","724","ESP","ES",3353,"right","Iniesta","1598"
"Italy","380","ITA","IT",78,"Daniele","","Rugani","3159","1994-07-29",188,"DF","DEF","Defender","Italy","380","ITA","IT",134427,"right","D. Rugani","3757"
"Italy","380","ITA","IT",72,"Leonardo","","Capezzi","3164","1995-03-28",178,"MD","MID","Midfielder","Italy","380","ITA","IT",134429,"right","L. Capezzi","null"
"Spain","724","ESP","ES",72,"Cristian","","Tello Herrera","684","1991-08-11",178,"FW","FWD","Forward","Spain","724","ESP","ES",3358,"right","Cristian Tello","null"
"Spain","724","ESP","ES",72,"Lionel Andr\u00e9s","","Messi Cuccittini","676","1987-06-24",170,"FW","FWD","Forward","Argentina","32","ARG","AR",3359,"left","L. Messi","12274"
"Italy","380","ITA","IT",75,"Alberto","","Grassi","3204","1995-03-07",184,"MD","MID","Midfielder","Italy","380","ITA","IT",134435,"right","A. Grassi","null"
"Russia","643","RUS","RU",91,"Artem","","Dzyuba","13885","1988-08-22",196,"FW","FWD","Forward","Russia","643","RUS","RU",101669,"right","A. Dzyuba","14358"
"Spain","724","ESP","ES",67,"Jos\u00e9 Andr\u00e9s","","Guardado Hern\u00e1ndez","684","1986-09-28",169,"MD","MID","Midfielder","Mexico","484","MEX","MX",3384,"left","A. Guardado","15473"
"Russia","643","RUS","RU",75,"Alexandr","","Samedov","13888","1984-07-19",177,"MD","MID","Midfielder","Russia","643","RUS","RU",101699,"right","A. Samedov","14358"
"Spain","724","ESP","ES",84,"Kepa","","Arrizabalaga Revuelta","1610","1994-10-03",189,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3397,"right","Arrizabalaga","1598"
"Spain","724","ESP","ES",88,"Ra\u00fal","","Fern\u00e1ndez-Cavada Mateos","695","1988-03-13",196,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3398,"right","Ra\u00fal Fern\u00e1ndez","null"
"Spain","724","ESP","ES",89,"Gorka","","Iraizoz Moreno","756","1981-03-06",191,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3399,"right","Iraizoz","null"
"Angola","24","AGO","AO",68,"Jon\u00e1s ","","Ramalho Chimeno","756","1993-06-10",181,"DF","DEF","Defender","Spain","724","ESP","ES",3407,"right","Ramalho","null"
"Spain","724","ESP","ES",73,"Enric","","Saborit Teixidor","678","1992-04-27",187,"DF","DEF","Defender","Spain","724","ESP","ES",3408,"left","Saborit","null"
"Spain","724","ESP","ES",79,"Mikel","","San Jos\u00e9 Dom\u00ednguez","678","1989-05-30",187,"MD","MID","Midfielder","Spain","724","ESP","ES",3409,"right","San Jos\u00e9","null"
"Spain","724","ESP","ES",77,"Ander","","Iturraspe Derteano","678","1989-03-08",187,"MD","MID","Midfielder","Spain","724","ESP","ES",3414,"right","Iturraspe","null"
"Spain","724","ESP","ES",81,"Javier","","Mart\u00ednez Aginaga","2444","1988-09-02",190,"MD","MID","Midfielder","Spain","724","ESP","ES",3416,"right","Javi Mart\u00ednez","null"
"Spain","724","ESP","ES",66,"Markel","","Susaeta Laskurain","678","1987-12-14",179,"MD","MID","Midfielder","Spain","724","ESP","ES",3420,"right","Susaeta","null"
"Spain","724","ESP","ES",78,"\u00d3scar","","de Marcos Arana","678","1989-04-14",182,"DF","DEF","Defender","Spain","724","ESP","ES",3421,"right","De Marcos","null"
"Spain","724","ESP","ES",72,"Ibai","","G\u00f3mez P\u00e9rez","696","1989-11-11",177,"MD","MID","Midfielder","Spain","724","ESP","ES",3423,"right","Ibai G\u00f3mez","null"
"Spain","724","ESP","ES",63,"Iker","","Muniain Go\u00f1i","678","1992-12-19",169,"FW","FWD","Forward","Spain","724","ESP","ES",3425,"right","Muniain","null"
"Spain","724","ESP","ES",87,"Sergio ","","Asenjo Andr\u00e9s","682","1989-06-28",189,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3428,"right","Sergio Asenjo","null"
"France","250","FRA","FR",81,"Cl\u00e9ment","","Lenglet","680","1995-06-17",186,"DF","DEF","Defender","France","250","FRA","FR",134503,"left","C. Lenglet","null"
"Spain","724","ESP","ES",79,"Diego Roberto","","God\u00edn Leal","679","1986-02-16",187,"DF","DEF","Defender","Uruguay","858","URY","UY",3433,"right","D. God\u00edn","15670"
"Italy","380","ITA","IT",73,"Filipe Luis","","Kasmirski","679","1985-08-09",182,"DF","DEF","Defender","Brazil","76","BRA","BR",3434,"left","Filipe Luis","6380"
"Mali","466","MLI","ML",77,"Seko","","Fofana","3163","1995-05-07",183,"MD","MID","Midfielder","France","250","FRA","FR",134508,"right","S. Fofana","null"
"Italy","380","ITA","IT",76,"Cristian Daniel","","Ansaldi","3185","1986-09-20",181,"DF","DEF","Defender","Argentina","32","ARG","AR",101742,"left","C. Ansaldi","12274"
"Spain","724","ESP","ES",73,"Jorge","","Resurrecci\u00f3n Merodio","679","1992-01-08",177,"MD","MID","Midfielder","Spain","724","ESP","ES",3443,"right","Koke","1598"
"Argentina","32","ARG","AR",77,"Eduardo Antonio","","Salvio","9607","1990-07-13",173,"MD","MID","Midfielder","Argentina","32","ARG","AR",3445,"right","E. Salvio","12274"
"Spain","724","ESP","ES",71,"Juan Francisco","","Torres Bel\u00e9n","679","1985-01-09",180,"DF","DEF","Defender","Spain","724","ESP","ES",3447,"right","Juanfran","null"
"Turkey","792","TUR","TR",76,"Arda","","Turan","4535","1987-01-30",175,"MD","MID","Midfielder","Turkey","792","TUR","TR",3448,"right","A. Turan","null"
"Colombia","170","COL","CO",72,"Radamel Falcao","","Garc\u00eda Z\u00e1rate","19830","1986-02-10",177,"FW","FWD","Forward","Colombia","170","COL","CO",3450,"right","R. Falcao","12430"
"Spain","724","ESP","ES",73,"Adri\u00e1n","","L\u00f3pez \u00c1lvarez","677","1988-01-08",183,"FW","FWD","Forward","Spain","724","ESP","ES",3451,"right","Adri\u00e1n L\u00f3pez","null"
"Spain","724","ESP","ES",88,"Sergio","","Rico Gonz\u00e1lez","680","1993-09-01",194,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3458,"right","Sergio Rico","null"
"Spain","724","ESP","ES",74,"Jorge","","And\u00fajar Moreno","695","1987-04-26",177,"DF","DEF","Defender","Spain","724","ESP","ES",3460,"right","Coke","null"
"Italy","380","ITA","IT",85,"Federico Juli\u00e1n","","Fazio","3158","1987-03-17",195,"DF","DEF","Defender","Argentina","32","ARG","AR",3463,"right","F. Fazio","12274"
"Spain","724","ESP","ES",68,"Antonio Manuel","","Luna Rodr\u00edguez","695","1991-03-17",178,"DF","DEF","Defender","Spain","724","ESP","ES",3464,"left","Luna","null"
"Spain","724","ESP","ES",75,"Alexis","","Ruano Delgado","696","1985-08-04",183,"DF","DEF","Defender","Spain","724","ESP","ES",3466,"right","Alexis","null"
"Poland","616","POL","PL",74,"Layvin","","Kurzawa","3767","1992-09-04",182,"DF","DEF","Defender","France","250","FRA","FR",134540,"left","L. Kurzawa","null"
"Spain","724","ESP","ES",70,"Jos\u00e9 \u00c1ngel","","G\u00f3mez Campa\u00f1a","695","1993-05-31",179,"MD","MID","Midfielder","Spain","724","ESP","ES",3470,"right","Campa\u00f1a","null"
"Spain","724","ESP","ES",60,"Jes\u00fas","","Navas Gonz\u00e1lez","680","1985-11-21",172,"MD","MID","Midfielder","Spain","724","ESP","ES",3474,"right","Jes\u00fas Navas","null"
"Spain","724","ESP","ES",70,"Diego","","Perotti","3158","1988-07-26",179,"FW","FWD","Forward","Argentina","32","ARG","AR",3475,"right","D. Perotti","null"
"Croatia","191","HRV","HR",78,"Ivan","","Rakiti\u0107","676","1988-03-10",184,"MD","MID","Midfielder","Switzerland","756","CHE","CH",3476,"right","I. Rakiti\u0107","9598"
"Spain","724","ESP","ES",72,"Luis Alberto","","Romero Alconchel","3162","1992-09-28",182,"MD","MID","Midfielder","Spain","724","ESP","ES",3484,"right","Luis Alberto","null"
"Turkey","792","TUR","TR",77,"Ahmet Yilmaz","","\u00c7al\u0131k","4492","1994-02-26",184,"DF","DEF","Defender","Turkey","792","TUR","TR",134557,"right","A. \u00c7al\u0131k","null"
"Spain","724","ESP","ES",82,"Andr\u00e9s Eduardo","","Fern\u00e1ndez Moreno","682","1986-12-17",185,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3486,"right","Andr\u00e9s Fern\u00e1ndez","null"
"Spain","724","ESP","ES",76,"Asier","","Riesgo Unamuno","701","1983-10-06",185,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3488,"right","Asier Riesgo","null"
"Costa Rica","188","CRI","CR",70,"Marcos Danilo","","Ure\u00f1a Porras","62148","1990-03-05",179,"FW","FWD","Forward","Costa Rica","188","CRI","CR",101796,"right","M. Ure\u00f1a","16871"
"Spain","724","ESP","ES",78,"Sergio","","Postigo Redondo","695","1988-11-04",185,"DF","DEF","Defender","Spain","724","ESP","ES",3496,"right","Sergio Postigo","null"
"Spain","724","ESP","ES",83,"Ra\u00fal","","Garc\u00eda Escudero","678","1986-07-11",184,"MD","MID","Midfielder","Spain","724","ESP","ES",3503,"right","Ra\u00fal Garc\u00eda","null"
"Iran","364","IRN","IR",73,"Masoud","","Shojaei Soleimani","10788","1984-06-09",184,"MD","MID","Midfielder","Iran","364","IRN","IR",3509,"right","M. Shojaei","10840"
"Spain","724","ESP","ES",80,"David","","Timor Copov\u00ed","756","1989-10-17",186,"MD","MID","Midfielder","Spain","724","ESP","ES",3510,"left","Timor","null"
"Spain","724","ESP","ES",89,"Diego","","L\u00f3pez Rodr\u00edguez","691","1981-11-03",196,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3519,"right","Diego L\u00f3pez","null"
"Russia","643","RUS","RU",70,"Igor","","Smolnikov","13885","1988-08-08",178,"DF","DEF","Defender","Russia","643","RUS","RU",101825,"right","I. Smolnikov","14358"
"Italy","380","ITA","IT",75,"Mateo Pablo","","Musacchio","3157","1990-08-26",182,"DF","DEF","Defender","Argentina","32","ARG","AR",3526,"right","M. Musacchio","null"
"France","250","FRA","FR",64,"Bernardo","","Mota Veiga de Carvalho e Silva","1625","1994-08-10",173,"MD","MID","Midfielder","Portugal","620","PRT","PT",265673,"left","Bernardo Silva","9905"
"Colombia","170","COL","CO",82,"Cristian Eduardo","","Zapata Valencia","3157","1986-09-30",187,"DF","DEF","Defender","Colombia","170","COL","CO",3531,"right","C. Zapata","12430"
"Spain","724","ESP","ES",62,"Jaume Vicent","","Costa Jord\u00e1","682","1988-03-18",171,"DF","DEF","Defender","Spain","724","ESP","ES",3534,"left","Jaume Costa","null"
"Netherlands","528","NLD","NL",75,"Jonathan ","","de Guzm\u00e1n","2462","1987-09-13",173,"MD","MID","Midfielder","Canada","124","CAN","CA",3535,"right","J. de Guzm\u00e1n","null"
"Ghana","288","GHA","GH",72,"Mubarak","","Wakaso","696","1990-07-25",171,"MD","MID","Midfielder","Ghana","288","GHA","GH",3538,"left","M. Wakaso","17522"
"Spain","724","ESP","ES",71,"Hern\u00e1n Arsenio","","P\u00e9rez Gonz\u00e1lez","696","1989-02-25",180,"MD","MID","Midfielder","Paraguay","600","PRY","PY",3539,"right","H. P\u00e9rez","null"
"Spain","724","ESP","ES",73,"Bruno ","","Soriano Llido","682","1984-06-12",184,"MD","MID","Midfielder","Spain","724","ESP","ES",3541,"left","Bruno","null"
"Spain","724","ESP","ES",71,"Manuel","","Trigueros Mu\u00f1oz","682","1991-10-17",178,"MD","MID","Midfielder","Spain","724","ESP","ES",3542,"right","Trigueros","null"
"Morocco","504","MAR","MA",67,"Mehdi","","Carcela-Gonz\u00e1lez","5083","1989-07-01",176,"MD","MID","Midfielder","Belgium","56","BEL","BE",101847,"left","M. Carcela-Gonz\u00e1lez","16216"
"Spain","724","ESP","ES",80,"Wilfredo Daniel","","Caballero","1610","1981-09-28",186,"GK","GKP","Goalkeeper","Argentina","32","ARG","AR",3551,"right","W. Caballero","12274"
"Spain","724","ESP","ES",79,"Rub\u00e9n Iv\u00e1n","","Mart\u00ednez Andrade","677","1984-06-22",188,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",3554,"right","Rub\u00e9n","null"
"Uruguay","858","URY","UY",76,"Federico Santiago","","Valverde Dipetta","677","1998-07-22",181,"MD","MID","Midfielder","Uruguay","858","URY","UY",364005,"right","F. Valverde","null"
"Spain","724","ESP","ES",0,"\u00cdan","","Pino Soler","683","1996-01-23",0,"DF","DEF","Defender","Spain","724","ESP","ES",462312,"right","\u00cdan Pino","null"
"Spain","724","ESP","ES",78,"Sergio","","S\u00e1nchez Ortega","691","1986-04-03",185,"DF","DEF","Defender","Spain","724","ESP","ES",3562,"right","Sergio S\u00e1nchez","null"
